url,title,content,topic_name,topic
https://lenta.ru/news/2026/04/18/syzran-i-novokuybyshevsk-atakovali-bespilotniki-vsu/,Сызрань и Новокуйбышевск атаковали беспилотники ВСУ,"Предприятия Сызрани и Новокуйбышевска Самарской области атаковали беспилотники Вооруженных сил Украины (ВСУ). Об этом губернатор региона Вячеслав Федорищев сообщил в своем официальном Telegram-канале. «Зафиксированы прилеты по промышленным предприятиям Новокуйбышевска и Сызрани», — говорится в публикации. Там отмечается, что, по предварительным данным, пострадавших нет. «Работают экстренные службы. Развернуты оперативные штабы», — отмечается в сообщении. Губернатор призвал жителей региона соблюдать меры безопасности. Ранее Федорищев сообщил , что украинский беспилотник рухнул рядом с роддомом в Новокуйбышевске. В марте губернатор рассказал , что ВСУ ударили по объекту промышленности в Тольятти Самарской области.",Общество/Россия,0
https://lenta.ru/news/2026/04/18/u-rossiyskogo-dachnika-otnyali-zemlyu-po-neozhidannoy-prichine/,У российского дачника отняли землю по неожиданной причине,"У дачника из Пермского края отняли несколько гектаров земли по неожиданной причине. Как сообщает Telegram -канал «Подъем», на ней выросли сорняки. Мужчина владел девятью гектарами земли, проходившей по документам как предназначенная для сельскохозяйственной деятельности. Однако в последние три года, как выяснили инспекторы Россельхознадзора , никакой профильной деятельности на участке не велось. Из-за этого он зарос сорняками, кустами и деревьями. После этого ведомство подало на владельца в суд. Мужчину попросили привести свою землю в порядок, однако тот проигнорировал это, за что дважды был оштрафован. В итоге участок изъяли в пользу государства. Ранее дачников предупредили о штрафах за борщевик. Если он разрастется на соседние участки, их владельцы имеют право обратиться в органы местного самоуправления и Россельхознадзор.",Общество/Россия,0
https://lenta.ru/news/2026/04/18/v-edinoy-rossii-zayavili-o-nedopustimosti-stroitelstva-platnyh-dorog-bez-alternativnogo-proezda/,В «Единой России» заявили о недопустимости строительства платных дорог без альтернативы,"«Единая Россия» защитит права граждан и не допустит строительства платных дорог без обеспечения бесплатного альтернативного проезда. Об этом заявил член комитета Госдумы по строительству и жилищно-коммунальному хозяйству Александр Якубовский , сообщает телеграм-канал партии. «В СМИ появляются сообщения о том, что отдельные лоббисты продвигают идею строительства платных дорог на территории Дальневосточного федерального округа без обязательной бесплатной альтернативы», — написал в своем телеграм-канале Александр Якубовский. «При этом действующее законодательство как раз исходит из обратного — при введении платной дороги должен быть обеспечен альтернативный бесплатный проезд. Такой подход закреплен в статье 37 федерального закона 257-ФЗ»,— указал парламентарий. Позиция партии «Единая Россия», по его словам, здесь была и остается неизменной. «Такие инициативы не поддерживали ранее, не поддерживаем сейчас и не допустим ущемления прав граждан в будущем. Считать нормой ситуацию, когда человека фактически ставят перед выбором — либо плати, либо не езжай, — безответственно. И такая позиция не заслуживает поддержки», — заявил депутат. Он подчеркнул, что транспортная доступность — это не привилегия для тех, кто может заплатить, а базовое условие нормальной жизни людей. «Речь идет не о второстепенных маршрутах, а о возможности доехать до работы, больницы, школы, социальных объектов», — отметил парламентарий. Депутат напомнил, что в законе уже есть специальное исключение для отдельных территорий Крайнего Севера, но оно носит именно исключительный характер, а не общее правило, поэтому любые попытки размыть действующие гарантии и распространить подобный подход шире — это прямой риск ущемления прав людей. «""Единая Россия"" такие предложения не поддерживает и не допустит решений, которые ухудшают положение граждан. Развитие дорожной инфраструктуры должно идти в интересах людей, а не за их счет», — заключил Якубовский.",Общество/Россия,0
https://lenta.ru/news/2026/04/18/v-gosdume-anonsirovali-vozmozhnoe-uzhestochenie-zakona-o-migrantah/,В Госдуме анонсировали возможное ужесточение закона о мигрантах,"В мае 2026 года Госдума может принять закон о расширении оснований для выдворения мигрантов. Возможное ужесточение правил анонсировал председатель нижней палаты парламента Вячеслав Володин . По словам спикера госдумы, перечень оснований могут расширить почти вдвое. «В нашу страну должны приезжать те, кто соблюдает законы Российской Федерации, знает русский язык, уважает нашу культуру», — добавил Володин. По словам председателя Госдумы, решения, которые принимают по миграционной политике, уже показали свою эффективность. Сейчас на рассмотрении находится еще шесть законодательных инициатив, направленных на совершенствование миграционных процессов. Володин напомнил , что с 2024 года нижняя палата российского парламента приняла 22 федеральных закона, направленных на совершенствование миграционной политики. Большая часть из них — 18 — инициирована депутатами, пояснил спикер.",Общество/Россия,0
https://lenta.ru/news/2026/04/18/v-rossii-predlozhili-menyat-pasport-posle-60-let/,В России предложили менять паспорт после 60 лет,"Депутат Госдумы Игорь Антропенко ( «Единая Россия» ) предложил ввести замену паспорта в 60 лет. Его слова приводит РИА Новости . Антропенко напомнил, что средняя продолжительность жизни в России растет, а внешность человека со временем меняется. Это усложняет процесс идентификации личности. «Тем более что загранпаспорт мы меняем каждые десять лет, а для внутреннего паспорта такой регулярной замены после 45 лет просто не предусмотрено», — отметил он. Ранее в МВД запретили использовать нейросети для создания фотографий на загранпаспорт. Также нельзя применять фотошоп для улучшения или создания личных фотографий на загранпаспорт и прочие документы.",Общество/Россия,0
https://lenta.ru/news/2026/04/18/v-rossiyskom-gorode-likvidirovan-pozhar-na-territorii-neftebazy/,В российском городе ликвидирован пожар на территории нефтебазы,"В Тихорецке Краснодарского края был ликвидирован пожар на территории нефтебазы, возникший после атаки Вооруженных сил Украины (ВСУ). Об этом сообщили в оперативном штабе региона. Также было ликвидировано открытое горение на морском терминале. К тушению возгорания привлечены 154 человека и 49 единиц техники, в том числе от ГУ МЧС России по Краснодарскому краю. Пожар возник в результате атаки беспилотных летательных аппаратов (БПЛА) Вооруженных сил Украины (ВСУ) в ночь на 16 апреля. Жертвами этой атаки стали 14-летняя девочка-подросток и взрослая девушка. Подростка искали двое суток, после чего признали не выжившей.",Общество/Россия,0
https://lenta.ru/news/2026/04/18/v-sovfede-otsenili-zayavleniya-o-gotovnosti-zelenskogo-vstretitsya-s-putinym-slovom-vranie/,В Совфеде оценили заявления о готовности Зеленского встретиться с Путиным,"Заявления о готовности президента Украины Владимира Зеленского встретиться с российским лидером Владимиром Путиным являются враньем. Об этом News.ru заявил первый заместитель председателя комитета Совета Федерации по международным делам Владимир Джабаров . О готовности Зеленского к встрече заявлял журналистам глава украинского МИД Андрей Сибига на полях V Дипломатического форума. Однако, по словам Джабарова, о таких встречах не договариваются подобным образом. Подтверждений готовности Зеленского встретиться с Путиным не существует, добавил он. Он также отметил, что Зеленский «каждый день с экрана телевизора шлет проклятия России», и назвал слова о готовности к встрече одним из способов «закрыть глаза» мировому сообществу. Ранее глава МИД Украины Андрей Сибига на полях Антальского дипломатического форума на вопрос, насколько серьезным было сделанное им заявление о готовности украинского лидера встретиться с президентом России, сообщил , что «Зеленский готов встретиться с Путиным. До этого Сибига заявил, что Украина готова к встрече Зеленского с Путиным в Турции при условии участия президентов США и Турции Дональда Трампа и Реджепа Тайипа Эрдогана .",Общество/Россия,0
https://lenta.ru/news/2026/04/18/v-tuapse-zavershilis-poiski-14-letney-devochki-posle-ataki-bpla/,В Туапсе завершились поиски 14-летней девочки после атаки БПЛА,"Поиски 14-летней девочки в Туапсе после атаки беспилотных летательных аппаратов (БПЛА) Вооруженных сил Украины (ВСУ) завершены. Подростка не нашли, сообщает в Telegram -канале RT со ссылкой на экстренные службы. Разбор завалов был окончен, ребенка признали не выжившим. В момент падения дрона 16 апреля семья девочки выбежала на улицу, однако подросток остался в комнате. После взрыва отец начал разбирать завалы в поисках ребенка, однако вскоре произошел еще один взрыв, после чего начался пожар. Ранее губернатор Краснодарского края Вениамин Кондратьев сообщил , что жертвами атаки на Туапсе стали 14-летняя девочка-подросток и взрослая девушка. Еще семь человек пострадали.",Общество/Россия,0
https://lenta.ru/news/2026/04/18/v-zabaykalie-perevernulsya-avtobus-s-inostrantsami/,В Забайкалье перевернулся автобус с иностранцами,"В Забайкалье перевернулся автобус с 40 пассажирами, включая китайских туристов, пишет Telegram-канал Baza. Авария произошла на 70 километре трассы Чита — Забайкальск . По данным издания, водитель не справился с управлением, в результате чего автобус съехал с проезжей части и улетел в кювет. По одной из версий, которые приводит Telegram-канал, водитель заснул за рулем. В результате аварии водитель погиб, у 11 человек имеются травмы. На месте происшествия работают специальные службы. Ранее издание Cronica Balear сообщило , что туристический автобус перевернулся и рухнул со склона на популярном острове в Европе — один человек не выжил. Также в апреле десять человек пострадали в результате опрокидывания автобуса на трассе Петровском районе в Саратовской области.",Общество/Россия,0
https://lenta.ru/news/2026/04/18/voskresshiy-bloger-letchik-voevoda-zapisal-videoobraschenie/,«Воскресший» блогер-летчик Воевода записал видеообращение,"Пилот ударного вертолета Ка-52, гвардии старший лейтенант и военблогер Алексей Земцов с позывным Воевода записал видеообращение. Ролик опубликован в его Telegram -канале. На записи Земцов заявил, что добровольно вернулся в часть, а также поблагодарил родителей и друзей, отговоривших его от «неправильного поступка». «Пообещали, что через СИЗО, но — дальше воевать», — добавил он. Вечером 15 апреля в Telegram-канале «Воевода вещает» появились три видео, на которых Земцов рассказал о конфликте на службе и неудачах в личной жизни, а еще о намерении воспользоваться «правом последней офицерской чести». «Если вы смотрите это видео, значит, меня уже нет», — сказал он. На следующий день появились данные, что Воевода может быть жив. «Судя по имеющейся информации, Воевода (Алексей Земцов) ""воскрес"" и не совершил непоправимого поступка. (...) Хорошо, что оказался живой. Плохо, что он как офицер использовал такую тему для привлечения внимания к себе и к ситуации. Не просто плохо, а ужасно», — написали авторы Telegram-канала «Военный осведомитель». По одной из версий, родственники не дали Земцову совершить задуманное. Также сообщалось, что военблогер находился в бегах после самовольного оставления части.",Общество/Россия,0
https://lenta.ru/news/2026/04/18/vsu-atakovali-dronami-rossiyskiy-roddom/,Опубликованы кадры с последствиями атаки ВСУ на российский роддом,"Беспилотные летательные аппараты (БПЛА) Вооруженных сил Украины (ВСУ) атаковали в субботу, 18 апреля, Самарскую область. Один из них упал в непосредственной близости от родильного дома в Новокуйбышевске . Об этом в Telegram сообщил губернатор региона Вячеслав Федорищев . Позже он выложил в мессенджере Max видеозапись с последствиями налета. «Враг сегодня утром совершил бесчеловечную атаку. ВСУ пытались нанести удар по родильному дому в Новокуйбышевске, в котором находились младенцы, роженицы, пациентки гинекологического отделения и персонал», — рассказал Федорищев, уточнив, что дрон упал рядом с медицинским учреждением, в здании оказались выбиты оконные блоки, были повреждены машины скорой помощи. Никто из пациенток и новорожденных не пострадал. Их эвакуировали. В регионе была объявлена угроза подлета БПЛА. Действует режим «Ковер».",Общество/Россия,0
https://lenta.ru/news/2026/04/18/vsu-atakovali-leningradskuyu-oblast-desyatkami-bespilotnikov/,ВСУ атаковали Ленинградскую область десятками беспилотников,"Вооруженные силы Украины в ночь на 18 апреля предпринимают попытки нанести массированный удар по Ленинградской области. В небе над регионом сбили уже почти 30 беспилотников, сообщил губернатор Александр Дрозденко в Telegram . «Число сбитых БПЛА в Ленинградской области выросло до 27», — говорится в сообщении чиновника. Он отметил, что в Выборгском районе больше не действует режим беспилотной опасности. В остальных районах области он сохраняется. О пострадавших и разрушениях не сообщается. Ранее серия взрывов прогремела над Новокуйбышевском в Самарской области.",Общество/Россия,0
https://lenta.ru/news/2026/04/18/vsu/,Украинский беспилотник рухнул рядом с роддомом в Самарской области,"Украинский беспилотник рухнул рядом с родительным домом в Самарской области. Об этом в Telegram рассказал губернатор региона Вячеслав Федорищев . По его словам, в результате атаки беспилотных летательных аппаратов (БПЛА) Вооруженных сил Украины (ВСУ) по Новокуйбышевску в Самарской области повреждено здание роддома — выбиты стекла. «Пострадавших нет. Все дети, пациентки переведены в соседние медучреждения. На месте развернут оперативный штаб», — подчеркнул губернатор. Ранее FPV-дрон ВСУ ударил по зданию Хомутовской центральной районной больницы в Курской области.",Общество/Россия,0
